รหัสโรงเรียน,ชื่อโรงเรียน,ระดับชั้น,ที่อยู่,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,โทร,แฟกซ์,เขต,ประเภท 1
43100023,อนุบาลเย็นจิต,อ1-อ3,254 หมู่ 2,,โพธิ์หมากแข้ง,บึงโขงหลง,หนองคาย,38220,,,3801,1
43100024,อนุบาลหัสดี,อ1-ม3,153,ท่าบ่อ - ศรีเชียงใหม่,พานพร้าว,ศรีเชียงใหม่,หนองคาย,43130,4,246,616,042,406,610,42406618,4301,1
43100025,อนุบาลเสาวลักษณ์,อ1-อ3,126 หมู่ที่ 14,พัฒนา,เซกา,เซกา,หนองคาย,38150,42489128,,3801,1
43100026,จินตนาปัญญาเลิศ,อ1-ป6,49 หมู่ที่ 11  บ้านดงไร,เซกา-เหล่าหลวง,เซกา,เซกา,หนองคาย,38150,042796042, 081-5024976,,3801,1
43100027,อนุบาลฉัตรพงษ์,อ1-อ3,48  ซอยสุขาภิบาล 14,ปากคาด-บึงกาฬ,ปากคาด,ปากคาด,หนองคาย,38190,42481017,,3801,1
43100029,อนุบาลบัณทิตอักษร,อ1-อ3,58 หมู่ที่ 2,,บึงโขงหลง,บึงโขงหลง,หนองคาย,38220,42416292,,3801,1
43100030,อนุบาลเฝ้าไร่,อ1-อ3,195,ปากคาด-โซ่พิสัย,เฝ้าไร่,เฝ้าไร่,หนองคาย,43120,42417167,,4302,1
43100031,อนุบาลอรวรรณ,อ1-อ3,165  หมู่ที่ 11,โพนพิสัย-ปากคาด,รัตนวาปี,รัตนวาปี,หนองคาย,43120,42418189,,4302,1
43100039,ฮั่วเคียวกงฮัก,อ1-ป6,965,ประจักษ์,ในเมือง,เมืองหนองคาย,หนองคาย,43000,42411301,,4301,1
43100040,บึงกาฬพิทักษ์ศึกษา,อ1-อ3,141  หมู่ที่ 8,บ้านบึงสวรรค์,บึงกาฬ,เมืองบึงกาฬ,หนองคาย,38000,,,3801,1
43100041,อนุบาลวิภาวี,อ1-อ3,216 หมู่ 12,,ศรีวิไล,ศรีวิไล,หนองคาย,38210,,,3801,1
43100042,อนุบาลรัตนบัณฑิต,ตอ-ป1,214 ม.6,,รัตนวาปี,รัตนวาปี,หนองคาย,43120,,042 418113,4302,1
43100044,หลวงพ่อดำวิทยา,ม1-ม6,206 วัดพรธาตุราษฎร์บำรุง บ้านโนนธาตุ หมู่ที่ 6,มิตรภาพ,หนองกอมเกาะ,เมืองหนองคาย,หนองคาย,43000,,,4301,1
43100053,อนุบาลบ้านบัณฑิตน้อย,อ1-อ3,210  หมู่ที่ 3,บ้านโพนบก,ชุมช้าง,โพนพิสัย,หนองคาย,43120,,,4302,1
43100055,อนุบาลจุฬารัตน์,อ1-อ3,23  หมู่ที่ 13,เทศบาล,บึงโขงหลง,บึงโขงหลง,หนองคาย,38220,,,3801,1
43100059,การกุศลวัดธรรมาธิปไตย,ม1-ม6,170  หมู่ที่ 1  บ้านป่งไฮ,,เซกา,เซกา,หนองคาย,38150,,,3801,1
43100060,อนุบาลชโลบล,อ1-อ3,173 หมู่ที่ 9,มิตรภาพ,สระใคร,สระใคร,หนองคาย,43100,,,4301,1
43100061,การกุศลของวัดในพระพุทธศาสนาวัดท่าสะอาด,อ1-อ3,54/1 หมู่ที่ 11,,ท่าสะอาด,เซกา,หนองคาย,38150,,,3801,1
43100062,อนุบาลนวรัตน์,อ1-อ3,179 หมู่ที่ 2,,พรเจริญ,พรเจริญ,หนองคาย,38180,,,3801,1
43100063,อนุบาลเธียรวนนท์,อ1-ป6,86  หมู่ที่ 15,,วัดหลวง,โพนพิสัย,หนองคาย,43120,,,4302,1
43100064,อนุบาลเลิศปัญญา,ตอ-อ3,104 หมู่ที่ 6,,โนนศิลา,ปากคาด,หนองคาย,38190,,,3801,1
44100001,อนุบาลกิติยา,อ1-อ3,31-ต.ค.,ศรีสวัดิ์ดำเนิน,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,43721541,43721541,4401,1
44100002,พระกุมารมหาสารคาม,อ1-ป6,545/24,สมถวิลราษฎร์,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,43721957,43721957,4401,1
44100003,อนุบาลสกุลรัตน์,อ1-อ3,495/6,สมถวิลราษฎร์,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,43721020,,4401,1
44100004,อนุบาลลูกรัก,อ1-อ3,139/7,ศรีบุญญาสถิตย์,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,43742959,43721635,4401,1
44100005,อนุบาลอภิสิทธิปัญญา,อ1-อ3,496/2,ศรีสวัสดีดำเนิน,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,43712482,,4401,1
44100006,อนุบาลพิสมัย,อ1-อ3,269  หมู่ที่ 12,ประชาสุขสันต์,หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,43761275,43224567,4403,1
44100007,มัธยมวัดกลางโกสุม,อ1-อ3, ม1-ม6,1  หมู่ที่ 1,ศรีโกสุม,หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,43761579,43761579,4403,1
44100008,อนุบาลสายรุ้ง,อ1-อ3,28-ม.ค.,ศรีโกสุม,หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,43761256,,4403,1
44100009,มัธยมชาญวิทยา,อ1-ม6,13/16 บ้านคันธาร์พัฒนา,ถีนานนท์,คันธารราษฎร์,กันทรวิชัย,มหาสารคาม,44150,43789132,,4401,1
44100010,อนุบาลจอนวิทยกุล,อ1-อ3,304,แสงอาวุธ,เชียงยืน,เชียงยืน,มหาสารคาม,44160,43781270,43781878,4403,1
44100011,อนุบาลเกียรติขจร,อ1-อ3,453  หมู่ที่ 19  ซอยสุขาภิบาล 2,ขอนแก่น-ยางตลาด,เชียงยืน,เชียงยืน,มหาสารคาม,44160,43781293,43224567,4403,1
44100012,จันทนภาศึกษา,อ1-ม3,85,ขอนแก่น-เชียงยืน,กู่ทอง,เชียงยืน,มหาสารคาม,44160,43781947,43781947,4403,1
44100013,อนุบาลมาลีรัตน์,ตอ-ป1,606 หมู่ที่ 1,สุขาภิบาล 1,บรบือ,บรบือ,มหาสารคาม,44130,43771054,,4401,1
44100014,วรัญญาวิทย์,อ1-ป6,286,นาเชือก - นาคูน,นาเชือก,นาเชือก,มหาสารคาม,44170,43779064,,4402,1
44100015,อนุบาลเอี่ยมสุข,อ1-ป6,529,ราษฎร์สามัคคี,ปะหลาน,พยัคฆภูมิพิสัย,มหาสารคาม,44110,43791127,43791127,4402,1
44100016,พระกุมารศึกษา,อ1-ม3,762,สุขาภิบาล (พยัคฆ์-เมืองเลย),ปะหลาน,พยัคฆภูมิพิสัย,มหาสารคาม,44110,43791021,43791022,4402,1
44100017,รุ่งอรุณวิทย์,อ1-ม6,269/9,เกษมสันต์,หนองแสง,วาปีปทุม,มหาสารคาม,44120,43799417,43799417,4402,1
44100019,วัดกลางโกสุม,อ1-ป6,หมู่ที่ 21,โกสุมพิสัย-เชียงยืน,หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,,,4403,1
44100020,จอนวิทยกุล,อ1-ป6,หมู่ที่ 15,โคกสูง-บ้านแบก,เชียงยืน,เชียงยืน,มหาสารคาม,44160,,,4403,1
44100021,อนุบาลศรีจันทร์,อ1-อ3,178 หมู่ที่ 11 ซอยหนองเจริญ-หนองแสง,สารคาม,แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,44000,,,4401,1
44100022,เกียรติขจรวิทยา,อ1-ป6,100,ขอนแก่น-โกสุม,เชียงยืน,เชียงยืน,มหาสารคาม,44160,,,4403,1
44100023,ศุภประภา,อ1-ป6,15 หมู่ 10 ซ.รุ่งเจริญ,ขิงแดง,เขวาไร่,นาเชือก,มหาสารคาม,44170,,,4402,1
44100024,อนุบาลเรียบร้อย,อ1-อ3,26/1 ม.12 ซ.ราฎร์เจริญ,นาเชือก-นาดูน,นาเชือก,นาเชือก,มหาสารคาม,44170,,,4402,1
44100025,อนุบาลณัฐชาวดี,อ1-ป1,26 บ้านหนองนาไร่เดียว,,กุดปลาดุก,ชื่นชม,มหาสารคาม,44160,,,4403,1
44100026,อนุบาลธันยพร,,119 หมู่ที่ 5,,แกดำ,แกดำ,มหาสารคาม,44000,,,4401,1
44100033,พัฒนศึกษา,อ1-อ3,116  หมู่ที่ 3,สารคาม-โกสุม,ท่าสองคอน,เมืองมหาสารคาม,มหาสารคาม,44000,,,4401,1
44100034,การกุศลวัดสถานสงเคราะห์,อ1-อ3,104 หมู่ที่ 5 ในบริเวณวัดสถานสงเคราะห์คนชรา,,หนองปลิง,เมืองมหาสารคาม,มหาสารคาม,44000,,,4401,1
44100035,อนุบาลพรเทพ,อ1-อ3,235,มหาสารคาม-วาปีปทุม,แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,44000,,,4401,1
44100036,วัดป่านาเชือก,อ1-ม6,134 หมู่ที่ 15,,นาเชือก,นาเชือก,มหาสารคาม,44170,43711102,,4402,1
44100037,อนุบาลอุ่นรัก,อ1-อ3,57 หมู่ที่ 9,บรบือ-พยัคฆภูมิพิสัย,ยางสีสุราช,ยางสีสุราช,มหาสารคาม,44210,,,4402,1
44100038,อนุบาลกรอบสุข,ตอ-อ3,76 บ้านดอนเวียงจันทร์,,ท่าขอนยาง,กันทรวิชัย,มหาสารคาม,44150,,,4401,1
44100040,พงศ์พัชรวิทย์,ปวช.,210 ม.7,,โพนทอง,เชียงยืน,มหาสารคาม,44160,,,4403,1
44100041,อนุบาลวรัญญาวิทย์,อ1-อ3,27 ม.12,,นาเชือก,นาเชือก,มหาสารคาม,44170,,,4402,1
45100001,ช.วิทยา,อ1-อ3,84-106,เพลินจิต,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,43511764,,4501,1
45100002,อนุบาลไพโรจน์,อ1-ป6,7-ก.ย.,คหบดีอุทิศ,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,043-512333,43525552,4501,1
45100003,พระกุมารร้อยเอ็ด,อ1-ม3,71 หมู่ที่ 6,รอบเมือง,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,43512805,43512805,4501,1
45100004,ไพโรจน์วิชชาลัย,ป1-ม3,143  หมู่ที่ 9,ร้อยเอ็ด-บ้านดินดำ,เหนือเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,43,522,902,043,515,800,43515895,4501,1
45100005,อนุบาลสมประสงค์,อ1-อ3,70 ฆฒุ๋? 17,รอบเมือง,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,043-519670,43519670,4501,1
45100006,ศรีศิลปวิทยาลัย,อ1-อ3,85,เทวาภิบาล,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,043-511764,043-514069-70,43514069,4501,1
45100007,อนุบาลเอกกุมาร,อ1-อ3,361,ปัทมานนท์,หัวช้าง,จตุรพักตรพิมาน,ร้อยเอ็ด,45180,043-531342,43531343,4501,1
45100009,กมลวิทยา,อ1-อ3,174  หมู่ที่ 6,สุวรรณธาดา,พนมไพร,พนมไพร,ร้อยเอ็ด,45140,43591312,,4502,1
45100010,อนุบาลชีวะรัตน์,อ1-อ3,137  หมู่ที่ 2,,พนมไพร,พนมไพร,ร้อยเอ็ด,45140,043-591287,,4502,1
45100011,อนุบาลทองสตา,อ1-ป6,175  หมู่ที่ 1,,สระนกแก้ว,โพนทอง,ร้อยเอ็ด,45110,043-571509,,4503,1
45100013,อนุบาลบุญทวีวัฒนาวิทยา,อ1-ม3,80 หมู่ที่ 5,รณชัย,แวง,โพนทอง,ร้อยเอ็ด,45110,043-571684,,4503,1
45100014,อนุบาลเครือวัลย์,อ1-อ3,515-21  หมู่ที่ 3,โพนทอง-หนองพอก,แวง,โพนทอง,ร้อยเอ็ด,45110,043-571276,,4503,1
45100015,อนุบาลภัทรดล,อ1-อ3,109  หมู่ที่ 4,,หนองตาไก้,โพธิ์ชัย,ร้อยเอ็ด,45230,06-8509636,,4503,1
45100017,บัณฑิตวิทยา,อ1-ม3, ปวช,หมู่ที่ 1,ประดู่,รอบเมือง,หนองพอก,ร้อยเอ็ด,45210,43579306,,4503,1
45100018,เสลภูมิวิทยาสันต์,อ1-ม3,5 หมู่ที่ 11  ซอยสุขาภิบาล 8,แจ้งสนิท,กลาง,เสลภูมิ,ร้อยเอ็ด,45120,043-533285,43533285,4503,1
45100019,สหมิตรพิทยา,อ1-อ3,,เจริญรัฐกิจ,กลาง,เสลภูมิ,ร้อยเอ็ด,45120,43533059,,4503,1
45100020,ศรีอรุณวิทย์เสลภูมิ,อ1-ม6,20  หมู่ที่ 6,เสลภูมิ-โพนทอง,ขวัญเมือง,เสลภูมิ,ร้อยเอ็ด,45120,43551432,43551432,4503,1
45100021,เจริญศึกษา,อ1-ป6,532-3,ปัทมานนท์,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,45130,43581247,43580621,4502,1
45100023,เชื้อจรูญวิทย์,อ1-ม6,177/1  หมู่ที่ 1,ประชาองอาจ,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,45160,43599043,43599094,4502,1
45100024,อนุบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช,อ1-อ3,บ้านโ กเชือก,กองพลทหารราบที่ 6,โพธิ์สัย,ศรีสมเด็จ,ร้อยเอ็ด,45280,043-563050,,4501,1
45100025,การกุศลวัดบ้านก่อ,อ1-ป6,144  หมู่ที่ 3,บ้านก่อ,ศรีสมเด็จ,ศรีสมเด็จ,ร้อยเอ็ด,45260,43508144,43508144,4501,1
45100029,อนุบาลณัฐนรี,อ1-อ3,3,ร้อยเอ็ด-วาปีปทุม,หนองแวง,ศรีสมเด็จ,ร้อยเอ็ด,45260,08-5755369,,4501,1
45100031,การศึกษาคนตาบอดร้อยเอ็ด,อ1-อ3,170/4,เทวาภิบาล,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,43512989,43512988,4501,1
45100032,วัดศรีทองนพคุณ,อ1-ม3,5 หมู่ที่ 11  ซอยสุขาภิบาล 8,แจ้งสนิท,กลาง,เสลภูมิ,ร้อยเอ็ด,45120,43533218,,4503,1
45100033,การกุศลวัดหนองนกเอี้ยง,อ1-อ3,180,,จำปาขัน,สุวรรณภูมิ,ร้อยเอ็ด,45130,16000010,,4502,1
45100034,การกุศลวัดกลาง,อ1-อ3,63 หมู่ที่ 3,,ช้างเผือก,สุวรรณภูมิ,ร้อยเอ็ด,45130,43532133,,4502,1
45100035,การกุศลวัดบ้านยางเครือ,อ1-ป6,532-3,ปัทมานนท์,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,45130,43,581,247,099,432,000,4580621,4502,1
45100036,อนุบาลอุดมพันธ์,อ1-ป6,268 หมู่ที่ 9,,บัวแดง,ปทุมรัตต์,ร้อยเอ็ด,45190,,,4502,1
45100037,ภัทรดล,อ1-ป6,109 หมู่ที่ 5,,ขามเปี้ย,โพธิ์ชัย,ร้อยเอ็ด,45230,06-2299636,,4503,1
45100038,อนุบาลเกาะแก้ว,อ1-ป6,183 หมู่ที่ 14,,เกาะแก้ว,เสลภูมิ,ร้อยเอ็ด,45120,,,4503,1
45100039,สาธิตศิลปกมลวิชชาลัย,อ1-ป6,หมู่ที่ 10,,พนมไพร,พนมไพร,ร้อยเอ็ด,45140,,,4502,1
45100040,มัธยมวัดธาตุ (รัตนวิมลอนุสรณ์),ม1-ม6,208 หมุ่ที่ 2,,เกษตรวิสัย,เกษตรวิสัย,ร้อยเอ็ด,45150,894215436,,4502,4
45100041,อนุบาลจารุณี,ตอ-ป6,29 หมู่ที่ 4,,หนองขุ่นใหญ่,หนองพอก,ร้อยเอ็ด,45210,,,4503,1
45100042,อนุบาลภาคภูมิ,ตอ-อ3,32 หมู่ที่ 16,,สระนกแก้ว,โพนทอง,ร้อยเอ็ด,45110,,,4503,1
45100043,อนุบาลวัดป่าหนองหญ้าม้า,อ1-อ3,111 ซ.รณชัยชาญยุทธ 45 หมู่ 1,,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,,,4501,1
45100044,อนุบาลสงกรานต์,ตอ-อ3,72 หมู่ 8,,เมยวดี,เมยวดี,ร้อยเอ็ด,45250,,,4503,1
45100045,สาธิตดวงฤทัย ทัยกมลวิชชาลัย,ตอ-อ3,99 หมู่ 9,,กกโพธิ์,หนองพอก,ร้อยเอ็ด,45210,,,4503,1
45100046,ปัญจรักษ์,ตอ-ป6,133 หมู่4,,นาเมือง,เสลภูมิ,ร้อยเอ็ด,45120,,,4503,1
45100047,มัธยมการกุศลวัดกลาง,ม1-ม6,52 หมู่ 1,,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,45130,,,4502,1
45100048,การกุศลวัดสระทอง,ป1,ม1,51,หายโครก,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,,,4501,1
45100049,อนุบาลรุ่งเรืองวัฒนา,ตอ-อ3,103 ม.9,,โนนชัยศรี,โพนทอง,ร้อยเอ็ด,45110,,,4503,1
45100050,นิสิตวิทยา,ป1-ป6,329 ม.8,,ขวัญเมือง,เสลภูมิ,ร้อยเอ็ด,45120,,,4503,1
45100051,อนุบาลขวัญชนก,ตอ-อ3,186 ม.12,,นาอุดม,โพนทอง,ร้อยเอ็ด,45110,,,4503,1
45100052,อาเซียนศึกษา,อ1-ม6,43 หมู่ที่ 1,,ขอนแก่น,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,43525163,43511671,4501,1
45100053,รำไพภูมิพันธุ์วิทยา,ตอ-ป6,ม.7,,เกาะแก้ว,เสลภูมิ,ร้อยเอ็ด,45120,,,4503,1
45100055,อนุบาลเอกมล,ตอ-อ3,294 ม.3,,แวง,โพนทอง,ร้อยเอ็ด,45110,,,4503,1
45100057,เป็นหนึ่งวิทยา,อ1-อ3,124 ม.2,,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,45170,,,4501,1
45100058,การกุศลวัดป่าศรีไพรวัน,อ1-อ3,66 หมู่ที่ 17,,เหนือเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,,,4501,1
45100059,อนุบาลจังหาร,อ1-อ3,223 ม.5,,จังหาร,จังหาร,ร้อยเอ็ด,45000,,,4501,1
45100060,พุทธเมตตาร้อยเอ็ด,ตอ-ป6,111 หมู่ที่ 1 ซอยรณชัยชาญยุทธ 45,,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,,,4501,1
45100062,อนุบาลชัยชูวิทย์,,520 หมู่ที่ 2,ปัทมานนท์,เกษตรวิสัย,เกษตรวิสัย,ร้อยเอ็ด,45150,,,4502,1
45100067,อนุบาลเด็กดี,อ1-ป6,1  หมู่ที่ 1,รณชัย,แวง,โพนทอง,ร้อยเอ็ด,45110,043-571484,,4503,1
45100069,อนุบาลเมืองสรวง,อ1-อ3,102 หมู่ที่ 5,,หนองผือ,เมืองสรวง,ร้อยเอ็ด,45220,,,4502,1
45100070,อนุบาลศรีภูมิวิทยารักษ์,อ1-อ3,หมู่ที่ 4,,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,45130,,,4502,1
45100071,อนุบาลสุนันทา,อ1-ป6,5 หมู่ที่ 9,,ผาน้ำย้อย,หนองพอก,ร้อยเอ็ด,45210,,,4503,1
45100072,ศิลานครวิทยา,ตอ-อ3,109 หมุ่ที่ 11,,ขวัญเมือง,เสลภูมิ,ร้อยเอ็ด,45120,043 551344,,4503,1
45100073,สุคนธ์ศึกษา,ตอ-อ1,55 หมู่ 6,ร้อยเอ็ด-โพนทอง,ธวัชบุรี,ธวัชบุรี,ร้อยเอ็ด,45210,,,4501,1
45100075,ประชานิยมปณิธานพัฒน์,อ1-ป6,308 ม.8,,เชียงใหม่,โพธิ์ชัย,ร้อยเอ็ด,45230,,,4503,1
46100001,สตรีชาญยุทธวิทยา,อ1-ป6,46,อรรถเปศล,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43812521,,4601,1
46100002,เซนต์ยอแซฟกาฬสินธุ์,อ1-ป6,88,ถีนานนท์,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,043811944-5,43811945,4601,1
46100003,อนุบาลรัตนากาฬสินธุ์,อ1-ป6,42,ประดิษฐ์,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43,811,842,043,821,300,43821303,4601,1
46100004,อนุบาลแสงตะวัน,อ1-ป6,187/2,ถีนานนท์(เกษตรสมบูรณ์),กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43820822,43820822,4601,1
46100005,อนุบาลทุ่งมน,อ1-ป6,286/10,ทุ่งศรีเมือง,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43815751,,4601,1
46100006,อนุบาลสาธิตศึกษา,อ1-อ3,658,อรรฆนาค,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43814725,,4601,1
46100007,ชาญยุทธวิทยา,ม1-ม6,46,อรรถเปศล,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,43812521,,4601,1
46100008,ขวัญฤทัยพัฒนวิชช์,อ1-อ3,119  หมู่ที่ 7,นามน-หนองผ้าอ้อม,นามน,นามน,กาฬสินธุ์,46230,43867235,,4603,1
46100009,อนุบาลบานเย็น,อ1-อ3,60  หมู่ที่ 15,กมลาพิทักษ์,กมลาไสย,กมลาไสย,กาฬสินธุ์,46130,043899171-2,,4601,1
46100011,อนุบาลปิยวรรณ,อ1-ป6,68  หมู่ที่ 4,เกิดแก้ว,กมลาไสย,กมลาไสย,กาฬสินธุ์,46130,43899335,,4601,1
46100012,อนุบาลบุญมีวิทยา,อ1-อ3,3  หมู่ที่ 2,ยุวราชพัฒนา,ร่องคำ,ร่องคำ,กาฬสินธุ์,46210,43897070,,4601,1
46100013,แสงนิลทวนทองวิทยา,อ1-อ3,165 ซอยแสงนิล,บูรพาภิรมย์,บัวขาว,กุฉินารายณ์,กาฬสินธุ์,46110,43832035,,4603,1
46100014,เซนต์ยอแซฟ กุฉินารายณ์,อ1-ป6,197  หมู่ที่ 12,บัวขาว-สร้างค้อ,บัวขาว,กุฉินารายณ์,กาฬสินธุ์,46110,43851419,43851419,4603,1
46100015,สมฤทัย,ป1-ป6,133 หมู่ที่ 10,กุสินารายณ์-สร้างค้อ,กุดสิมคุ้มใหม่,เขาวง,กาฬสินธุ์,46160,43859007,43859007,4603,1
46100016,เขาวงวิทยา,ตอ-ป6,197 หมู่ที่ 1,เขาวง-นาคู,คุ้มเก่า,เขาวง,กาฬสินธุ์,46160,43859157,,4603,1
46100017,อนุบาลสมฤทัย,อ1-อ3,133/1,ร่วมมิตร,กุดสิมคุ้มใหม่,เขาวง,กาฬสินธุ์,46160,43859007,43859007,4603,1
46100018,เพิ่มพูนวิทยาคมกาฬสินธุ์,อ1-ม6,285,วรามิตร 2,ยางตลาด,ยางตลาด,กาฬสินธุ์,46120,43891289,,4602,1
46100019,อนุบาลชุลีพร,อ1-ป6,211  หมู่ที่ 4,,ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,46170,43889296,,4602,1
46100020,รวมบัณฑิต,อ1-อ3,365  หมู่ที่ 3,กระนวน-ฮ่องฮี,ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,46170,43889159,,4602,1
46100021,รวมบัณฑิตศึกษา,ป1-ม3,107  หมู่ที่ 2,กระนวน-ฮ่องฮี,ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,46170,43889159,,4602,1
46100022,ไตรมิตรวิทยาเสริม,อ1-อ3,184,หน้าเมือง,โนนบุรี,สหัสขันธ์,กาฬสินธุ์,46140,43871531,,4601,1
46100024,อนุบาลวราภรณ์,อ1-อ3,230  หมู่ที่ 4,สมประสงค์,ทุ่งคลอง,คำม่วง,กาฬสินธุ์,46180,43879052,,4603,1
46100026,อนุบาลพรวิรุฬห์,อ1-ป6,19,สามัคคี,นาตาล,ท่าคันโท,กาฬสินธุ์,46190,43877234,,4602,1
46100027,อนุบาลพรประดิษฐ์,อ1-ป6,106  หมู่ที่ 12,ห้วยเม็ก-ท่าคันโท,หนองกุงศรี,หนองกุงศรี,กาฬสินธุ์,46220,43881283,,4602,1
46100028,อนุบาลธษพลศึกษา,อ1-อ3,41,บ้นหนองหิน,หนองหิน,หนองกุงศรี,กาฬสินธุ์,46220,12609740,,4602,1
46100029,อนุบาลอุดมพร,อ1-อ3,194  หมู่ที่ 1,ห้วยเม็ก-ท่าคันโท,ลำหนองแสน,หนองกุงศรี,กาฬสินธุ์,46220,43881104,,4602,1
46100030,คุรุมิตรประสิทธิ์ศิลป์,อ1-ม3,275  หมู่ที่ 5,สมเด็จ-กุฉินารายณ์,สมเด็จ,สมเด็จ,กาฬสินธุ์,46150,43861201,43861655,4603,1
46100031,อนุบาลสรรพเลิศ,อ1-อ3,58/14,ห้วยผึ้ง-นาคู,นิคมห้วยผึ้ง,ห้วยผึ้ง,กาฬสินธุ์,46240,43834037,,4603,1
46100032,อนุบาลเปรมจิต,อ1-อ3,3  หมู่ที่ 3,หลังที่ว่าการอำเภอ,นิคมห้วยผึ้ง,ห้วยผึ้ง,กาฬสินธุ์,46240,43869175,,4603,1
46100033,บัณฑิตศึกษา,อ1-อ3,264  หมู่ที่ 8,,นาคู,นาคู,กาฬสินธุ์,46160,43817457,,4603,1
46100034,อนุบาลพรบิดา,ตอ-อ3,211/5  หมู่ที่ 10,นาคู-สทังค้อ,นาคู,นาคู,กาฬสินธุ์,46160,43817222,,4603,1
46100045,อนุบาลจันทรัตน์,ตอ-อ3,61 หมู่ 6,,นิคม,สหัสขันธ์,กาฬสินธุ์,46140,,,4601,1
46100047,ธนพรวิทยา,อ1-ป6,ม.15,,หัวนาคำ,ยางตลาด,กาฬสินธุ์,46120,,,4602,1
46100050,พุทธปัญญา,อ1-ป6,230 ม.6,,แจนแลน,กุฉินารายณ์,กาฬสินธุ์,46110,,,4603,1
46100051,วัดเวฬุวัน,ม1-ม6,บ้านตาดดงเค็ง ม.2,,นิคม,สหัสขันธ์,กาฬสินธุ์,46140,,,4601,1
46100053,บุญยาทัตพลประสิทธิ์,ตอ-ป.6,145 หมู่ที่ 4,,คำใหญ่,ห้วยเม็ก,กาฬสินธุ์,46170,,,4602,1
46100054,จรชนะศึกษา,ตอ-ป.6,279 หมู่ที่ 16,,หัวนาคำ,ยางตลาด,กาฬสินธุ์,46120,,,4602,1
46100055,อนุบาลสว่างวิทย์,ตอ-อ3,189 หมู่ที่ 3,,อุ่มเม้า,ยางตลาด,กาฬสินธุ์,46120,898615004,,4602,1
46100056,พรชัยวิชชาลัย,ป1-ป6,118,ห้วยผึ้ง-นาคู,นิคมห้วยผึ้ง,ห้วยผึ้ง,กาฬสินธุ์,46240,,,4603,1
46100058,อนุบาลธนัญญา,ตอ-ป1,263 หมู่ที่ 12,,หนองกุงศรี,หนองกุงศรี,กาฬสินธุ์,46130,,,4602,1
46100061,อนุบาลปรีดี,ตอ-อ3,122  หมู่ที่ 8,,ทุ่งคลอง,คำม่วง,กาฬสินธุ์,46180,,,4603,1
46100062,เพชรผ่องพันธุ์วิทยา,อ1-ป6,173  หมู่ที่ 7,กมลาไสย-มหาสารคาม,ฆ้องชัยพัฒนา,ฆ้องชัย,กาฬสินธุ์,46130,,,4602,1
46100063,อนุบาลการะเกด,อ1-อ3,หมู่ที่ 6,,หนองกุง,เมืองกาฬสินธุ์,กาฬสินธุ์,46000,,,4601,1
